宾	bbooui
相	xxviav
项	xxvivu
厢	xxvuvi
橡	xxvuai
珦	xxvvui
瓖	xxvvov
熊	xyaooo
汹	xyauoa
芎	xyiiav
兄	xyouaa
讻	xyoauo
诇	xyoaia
胸	xyuuau
匈	xyuauo
夐	xyuaua
凶	xyuoai
雄	xyvuio
奥	xzuivu
澳	xzauia
隩	xzaiui
媪	xzauoi
傲	xzivvi
袄	xzoauv
懊	xzooui
嗷	xzovvi
鏖	xzovio
廒	xzovvv
翱	xzuiao
岙	xzuvia
熬	xzvvoo
坳	xzvoaa
奡	xzvuvu
鳌	xzvvua
骜	xzvvaa
鏊	xzvvio
嶅	xzvvia
螯	xzvvia
遨	xzvvoa
敖	xzvvuv
獒	xzvvvu
聱	xzvvvi
璈	xzvvvv
因	ybiavu
引	ybavii
骃	ybaaia
阴	ybaiuu
洇	ybaiav
隐	ybaiua
淫	ybauoo
姻	ybauia
溵	ybauua
尹	ybavvu
银	ybioav
蚓	ybiaav
崟	ybiaio
蟫	ybiavi
荫	ybiiai
茵	ybiiia
茚	ybiiua
铟	ybioia
龂	ybivuu
音	ybovoi
吲	yboava
冘	yboaua
冘	ydoaua
禋	yboavi
吟	yboioa
訚	yboiov
寅	yboovi
愔	ybooov
喑	yboovo
嚚	yboovi
瘾	ybovai
印	ybuaai
饮	ybuaua
胤	ybuaao
夤	ybuaoo
狺	ybuaov
䲟	ybuaua
殷	ybuuua
殷	yfuuua
氤	ybuvia
垠	ybvoav
鄞	ybviai
堙	ybvovi
霪	ybvoau
慭	ybvooa
珢	ybvvav
有	ydvuuu
幼	ydaaau
油	ydaiav
浟	ydaiiu
游	ydaova
由	ydiavi
邮	ydiaai
幽	ydiaao
蚴	ydiaaa
黝	ydiaaa
蚰	ydiaia
蝣	ydiaov
囿	ydiavu
悠	ydiioa
莜	ydiiii
攸	ydiiuv
莸	ydiiua
莠	ydiiuv
铀	ydioia
铕	ydiovu
优	ydivua
卣	ydivia
佑	ydivuo
侑	ydivuu
忧	ydoovu
诱	ydoauv
呦	ydoaao
祐	ydoavu
宥	ydoovu
猷	ydouvu
羑	ydouua
疣	ydovvu
麀	ydovai
犹	yduavu
鱿	yduavu
鲉	yduaia
牖	yduioa
鼬	yduiia
釉	yduoia
右	ydvuoo
酉	ydviau
柚	ydviav
友	ydvuao
尤	ydvuao
尢	ydvuaa
槱	ydvvia
耰	ydvvvu
也	yeaiaa
液	yeaovi
业	yeiiou
野	yeiaao
曳	yeiavv
邺	yeiiai
铘	yeiova
掖	yeiuov
揶	yeiuvi
倻	yeivii
夜	yeoviu
谒	yeoaoi
吔	yeoaia
咽	yeoiav
咽	yfoiav
晔	yeoiiu
烨	yeouiu
冶	yeovao
噎	yeovoo
爷	yeuoai
馌	yeuavo
腋	yeuovi
页	yevuao
耶	yeviai
靥	yevuvu
椰	yevvii
眼	yfiaav
沿	yfauao
验	yfaaiv
沇	yfaaou
渰	yfaivo
演	yfaooa
妍	yfauvv
嫣	yfauvi
嬿	yfauvi
淹	yfavuo
湮	yfavia
漹	yfaviv
滟	yfavvv
岩	yfiavu
蜒	yfiaui
觃	yfiaai
罨	yfiavu
蝘	yfiavo
崦	yfiavu
菸	yfiiov
芫	yfiivv
芫	ytiivv
掩	yfiuvu
俨	yfivii
虤	yfiviv
偃	yfivoi
弇	yfivvu
甗	yfivva
言	yfovvv
谚	yfoaov
扊	yfoaou
谳	yfoauo
晏	yfoioo
阎	yfoiua
阉	yfoivu
闫	yfoivv
宴	yfoooi
唁	yfoovv
戭	yfoova
恹	yfoovu
烟	yfouia
炎	yfouou
焱	yfouou
焰	yfouua
颜	yfovvu
彦	yfovuu
烻	yfovui
兖	yfovuo
延	yfuiao
胭	yfuiav
鼹	yfuioi
衍	yfuuav
筵	yfuvui
研	yfvuvv
严	yfviio
鄢	yfviai
燕	yfvioo
歅	yfviua
焉	yfviva
酽	yfvivi
盐	yfvoia
郾	yfvoai
棪	yfvoou
堰	yfvovo
墕	yfvovi
厌	yfvuvu
檐	yfvuav
赝	yfvuao
雁	yfvuii
砚	yfvuia
奄	yfvuia
厣	yfvuia
黡	yfvuia
餍	yfvuio
魇	yfvuui
䶮	yfvuvv
艳	yfvvua
琰	yfvvou
应	ygovoo
盈	ygauia
缨	ygaaao
瀴	ygaaoa
滢	ygaiio
潆	ygaiio
溁	ygaiio
婴	ygaoau
鹦	ygaoua
罂	ygaouv
瀛	ygaova
媖	ygauii
英	ygiiia
蝇	ygiaoi
营	ygiioo
萦	ygiiaa
萤	ygiiia
蓥	ygiiio
荧	ygiiou
莺	ygiiua
䓨	ygiiuv
莹	ygiivv
茔	ygiivo
锳	ygioii
撄	ygiuao
影	ygoiuu
嘤	ygoaoa
映	ygoiia
赢	ygovou
郢	ygovai
瘿	ygovao
嬴	ygovou
鹰	ygovua
膺	ygovuu
迎	yguaoa
颖	yguavu
颍	yguavu
媵	yguouv
硬	ygvuvi
樱	ygvaoa
楹	ygvaua
瑛	ygvvii
璎	ygvvao
约	yhaaua
约	yzaaua
瀹	yhaivo
钥	yhiouu
钥	yziouu
钺	yhiova
龠	yhivoo
阅	yhoiou
跃	yhoiuv
哕	yhoiai
悦	yhooou
爚	yhouiv
岳	yhuiia
刖	yhuiii
粤	yhuiva
籥	yhuviv
越	yhvova
戉	yhvaau
玥	yhvvuu
樾	yhvvoi
以	ykaoii
已	ykavaa
驿	ykaaao
绎	ykaaao
缢	ykaaou
彝	ykaaou
洢	ykaiav
潩	ykaiav
矣	ykaouv
贻	ykaoao
浥	ykaoai
翼	ykaoia
翌	ykaoov
溢	ykaouv
羿	ykaovu
姨	ykauva
漪	ykauau
沂	ykauuv
嫕	ykauvu
异	ykavvu
依	ykiovu
峄	ykiaao
蜴	ykiaoi
佁	ykiaoo
蚁	ykiaou
螠	ykiaou
屹	ykiauv
嶷	ykiaua
黟	ykiaua
伊	ykiavv
艺	ykiiaa
苡	ykiiao
薏	ykiiov
仪	ykiouo
钇	ykioaa
铱	ykioov
镒	ykioou
镱	ykioov
㑊	ykiovu
抑	ykiuua
揖	ykiuov
挹	ykiuoa
佾	ykiuou
倚	ykivuo
亦	ykovui
议	ykoaou
译	ykoaao
邑	ykoaiv
谊	ykoaoo
扆	ykoaov
诣	ykoaua
扅	ykoaua
祎	ykoavv
易	ykoiua
咿	ykoiav
呓	ykoiia
宜	ykooia
忆	ykooaa
怡	ykooao
怿	ykooao
悒	ykoooa
噫	ykoovo
宧	ykoovi
义	ykouoo
熠	ykouao
益	ykouia
燚	ykouou
衣	ykovua
咦	ykovav
翊	ykovao
裔	ykovia
廙	ykovia
意	ykovoa
裛	ykovoa
癔	ykovov
毅	ykovua
疫	ykovua
旖	ykovuv
弈	ykovvu
痍	ykovva
瘗	ykovvo
奕	ykovvu
逸	ykuaoa
肄	ykuaav
饴	ykuaao
猗	ykuavu
劓	ykuiii
臆	ykuovo
刈	ykuoii
鹢	ykuoua
役	ykuuua
舣	ykuuou
移	ykuvua
胰	ykuvav
迤	ykuvoa
簃	ykuvuv
医	ykvuvv
夷	ykvava
匜	ykvaia
弋	ykvaoo
轶	ykvauv
颐	ykvivu
酏	ykviai
勚	ykviau
壹	ykvovo
圯	ykvoav
懿	ykvoov
埸	ykvooi
鹝	ykvoua
椸	ykvova
翳	ykvuao
繄	ykvuaa
枍	ykvuov
殪	ykvuvo
杙	ykvvao
椅	ykvvuo
与	ylvavv
预	ylaovu
驭	ylaaao
滪	ylaaoa
潏	ylaaoa
纡	ylaavv
隅	ylaiia
隃	ylaiiv
渝	ylaivu
予	ylaoai
羽	ylaoao
遹	ylaooa
豫	ylaoua
鹬	ylaoua
淤	ylaova
淯	ylaova
浴	ylauoi
渔	ylauai
妤	ylauao
娱	ylauov
妪	ylauvu
鬻	ylavvo
㳚	ylavuo
聿	ylavvv
余	ylivvv
遇	yliaoa
嵛	yliaiv
嵎	yliaia
髃	yliaia
蝓	yliaiv
愚	yliaoa
峪	yliauo
屿	yliava
圄	yliavi
圉	yliavo
蜮	yliavo
禺	yliavv
芋	yliivv
蓣	yliiao
萸	yliiui
薁	yliiui
钰	yliovv
俣	yliovv
揄	yliuiv
愈	ylivoa
觎	ylivia
逾	ylivoa
悆	ylivoa
虞	ylivov
俞	ylivui
伛	ylivuo
龉	ylivvi
语	yloavi
裕	yloauo
哟	yloaav
谕	yloaiv
褕	yloaiv
谀	yloaui
喻	yloivu
喁	yloiav
喁	yyoiav
昱	yloiov
阈	yloivo
寓	ylooia
愉	ylooiv
窬	ylooiv
誉	ylooov
窳	yloouu
宇	yloovv
唷	yloova
煜	ylouoi
燏	ylouao
燠	ylouui
育	ylovuu
瘀	ylovov
庾	ylovui
瘐	ylovui
鱼	yluaia
狱	yluaoa
馀	yluaiv
狳	yluaiv
㺄	yluaiv
饫	yluauv
舆	yluiuo
禹	yluiav
鄅	yluiai
臾	yluiva
舁	yluivu
欲	yluoua
鹆	yluoua
御	yluuuv
腴	yluuiv
艅	yluuiv
竽	yluvvv
毓	yluvov
于	ylvvii
欤	ylvaua
雨	ylviai
敔	ylviuv
榆	ylvivu
域	ylvovo
堉	ylvoov
圫	ylvouv
雩	ylvovv
彧	ylvova
郁	ylvuai
玉	ylvviv
邘	ylvvai
瑜	ylvviv
盂	ylvvia
迂	ylvvoa
棫	ylvvov
瑀	ylvvui
玙	ylvvva
样	ypvouv
洋	ypaouv
阳	ypaioi
泱	ypaiav
漾	ypaouv
扬	ypiuau
央	ypiavu
蛘	ypiaou
鸯	ypiaua
佯	ypiouv
钖	ypioau
仰	ypiuaa
养	ypouui
旸	ypoiau
咉	ypoiav
怏	ypooia
羊	ypouvv
炀	ypouau
恙	ypouoa
羕	ypouoa
烊	ypouou
痒	ypovou
疡	ypovau
氧	ypuvou
卬	ypuaai
飏	ypuaau
徉	ypuuou
秧	ypuvia
杨	ypvauu
鞅	ypviia
垟	ypvoou
殃	ypvuia
压	ysvuvo
涯	ysavuv
娅	ysauvi
押	ysiuia
鸭	ysiaua
崖	ysiavu
岈	ysiava
蚜	ysiava
睚	ysiavu
芽	ysiiva
蕥	ysiiva
揠	ysiuvo
伢	ysivai
呀	ysovai
讶	ysoava
丫	ysouii
哑	ysovii
痖	ysovvi
衙	ysuuvi
猰	ysuavv
氩	ysuvvi
牙	ysvaiu
雅	ysvaio
迓	ysvaoa
鸦	ysvaua
亚	ysviio
垭	ysvovi
堐	ysvovu
砑	ysvuva
桠	ysvvii
枒	ysvvai
琊	ysvvva
玡	ysvvva
元	ytvvua
院	ytaioo
缘	ytaaaa
贠	ytaoao
贠	ywaoao
渊	ytauou
湲	ytauoo
媛	ytauuo
嫄	ytauvu
源	ytavuu
沅	ytavvu
园	ytiavv
圆	ytiaoa
蜎	ytiaou
螈	ytiavu
苑	ytiiua
薳	ytiivo
援	ytiuuo
掾	ytiuaa
员	ytoaoo
冤	ytoaua
鹓	ytooua
羱	ytouvu
怨	ytuaoa
猿	ytuavo
眢	ytuaia
鸳	ytuaua
爰	ytuovv
箢	ytuvoo
原	ytvuui
辕	ytvavo
橼	ytvaav
鸢	ytvaua
袁	ytvoou
垣	ytvovo
塬	ytvovu
愿	ytvuoa
远	ytvvoa
鼋	ytvvoi
瑗	ytvvuo
云	ywvvao
允	ywaoua
纭	ywaavv
缊	ywaaoi
陨	ywaioa
涢	ywaoao
孕	ywauai
妘	ywauvv
熨	ywavou
沄	ywavva
蕴	ywiiaa
芸	ywiivv
蕰	ywiiao
晕	ywoioa
郧	ywoaai
郓	ywoaai
昀	ywoiua
愠	ywoooi
恽	ywoooa
煴	ywouoi
韵	ywovua
赟	ywovao
匀	ywuaov
狁	ywuaao
氲	ywuvoi
筼	ywuvoa
馧	ywuvoi
运	ywvvoa
酝	ywvivv
鋆	ywvoiv
殒	ywvuoa
耘	ywvvvv
用	yyuavv
勇	yyaoau
邕	yyaaoa
泳	yyaoaa
甬	yyaoia
恿	yyaooa
澭	yyaova
拥	yyiuua
蛹	yyiaao
俑	yyiaoi
颙	yyiavu
镛	yyioov
佣	yyiuav
永	yyoaau
踊	yyoiao
咏	yyooaa
慵	yyooov
㶲	yyouua
庸	yyovav
雍	yyovaa
鄘	yyovai
饔	yyovio
痈	yyovua
壅	yyovvo
臃	yyuova
鳙	yyuaov
鲬	yyuaao
墉	yyvoov
栐	yyvoaa
埇	yyvoao
要	yzviau
妖	yzauuv
幺	yzaaoo
滧	yzaovu
姚	yzauuo
媱	yzauuo
药	yziiaa
崾	yziavi
峣	yziava
耀	yzioao
摇	yziuuo
咬	yzoovu
谣	yzoauo
吆	yzoaao
曜	yzoiao
窑	yzoouv
窈	yzooaa
窅	yzooia
腰	yzuvia
鳐	yzuauo
猺	yzuauo
邀	yzuioa
遥	yzuooa
舀	yzuoui
鹞	yzuoua
爻	yzuouo
肴	yzuovu
徭	yzuuuo
夭	yzuvuo
瑶	yzvvuo
尧	yzvavu
轺	yzvaau
靿	yzvaaa
杳	yzvoii
垚	yzvovo
㙘	yzvovi
珧	yzvvuo
最	zboivi
罪	zbiaiv
蕞	zbiioi
觜	zbivua
觜	zkivua
嘴	zboivi
醉	zbviov
槜	zbviov
走	zdvoiv
驺	zdaaua
陬	zdaivi
揍	zdiuvv
诹	zdoavi
邹	zduaai
鲰	zduavi
奏	zdvvvv
鄹	zdviai
则	zeaoii
泽	zeaaov
帻	zeiavv
昃	zeoivu
啧	zeovvi
舴	zeuuuv
迮	zeuvoa
笮	zeuvuv
笮	zluvuv
箦	zeuvvv
责	zevvao
赜	zevivv
仄	zevuii
拶	zfiuaa
拶	zsiuaa
咱	zfouia
咱	zsouia
寁	zfoova
糌	zfouua
赞	zfuvao
昝	zfuaoi
簪	zfuvva
暂	zfvaoi
錾	zfvaio
趱	zfvouv
瓒	zfvvuv
再	zhviai
甾	zhaaia
甾	zkaaia
仔	zhiaiv
仔	zkiaiv
崽	zhiaia
灾	zhooou
宰	zhooov
载	zhuova
栽	zhuovv
哉	zhuooo
在	zhvuvo
组	zjaaia
阻	zjaiia
俎	zjiiia
崒	zjiaov
菹	zjiiai
镞	zjioov
足	zjoivu
祖	zjoaia
诅	zjoaia
族	zjovuv
租	zjuvia
珇	zjvvia
字	zkooai
子	zkaivv
淄	zkaaaa
缁	zkaaaa
孜	zkaiuv
滋	zkaouv
滓	zkaooa
姊	zkauua
渍	zkavvi
紫	zkivaa
虸	zkiaai
眦	zkiaiv
嵫	zkiaou
锱	zkioaa
镃	zkioou
龇	zkiviv
赀	zkivao
訾	zkivov
资	zkovao
谘	zkoaov
嗞	zkoouv
孳	zkouai
籽	zkouai
姿	zkovau
咨	zkovoo
恣	zkovoa
粢	zkovou
自	zkuiav
鲻	zkuaaa
笫	zkuvua
秭	zkuvua
梓	zkvovo
辎	zkvaaa
髭	zkviiv
鄑	zkviai
鼒	zkviia
趑	zkvoov
耔	zkvvai
做	zliuoo
阼	zlaiuv
作	zliuvi
岞	zliauv
坐	zliivo
捽	zliuov
佐	zlivuv
座	zlovii
祚	zloauv
昨	zloiuv
唑	zloiiv
胙	zluuvi
左	zlvuvi
柞	zlvuvi
怎	znuvoa
谮	znoava
赃	zpaoov
驵	zpaaia
牂	zpaiou
葬	zpiivu
脏	zpuovu
增	zrvoou
赠	zraoou
缯	zraaou
综	zraaoo
综	zyaaoo
锃	zrioov
罾	zriaou
憎	zrooou
甑	zrouva
鄫	zrouai
䎖	zrouao
矰	zruvou
咂	zsovia
杂	zsuavv
臜	zsuouv
砸	zsvuvi
匝	zsviai
缵	ztaauv
钻	ztioiv
攥	ztiuuv
躜	ztoiuv
纂	ztuvia
贼	zwaovv
撙	zwiuou
嶟	zwiaou
僔	zwiouv
𨱔	zwioou
尊	zwouvi
噂	zwoouv
遵	zwouoa
鳟	zwuaou
鲗	zwuaao
樽	zwvouv
总	zyouoa
纵	zyaaii
偬	zyiuau
倧	zyiooa
宗	zyoovv
踪	zyoioo
粽	zyouoo
疭	zyovii
腙	zyuooa
棕	zyvooa
鬃	zyvioo
鬷	zyvouo
早	zzoiuo
澡	zzaooo
蚤	zzaoia
藻	zziiao
凿	zziiou
糟	zzouvi
躁	zzoioo
噪	zzoooo
慥	zzoouv
灶	zzouvo
唣	zzouia
造	zzuvoa
皂	zzuiva
簉	zzuvuv
遭	zzvioa
枣	zzvioo
𥖨	zzvuoo
璪	zzvvoo
猋	bcvuvu
嫑	bcvuvi
兡	bhkeuo
誧	bjovvi
𬷕	bjviua
夶	bkvuvu
𬭛	blioaa
𫚖	ckivua
𫚖	jkivua
壿	cwvoou
瑽	cyvvuu
弔	dcavai
𫶇	ddiavi
𬘘	dfaaoa
𫢸	dfioui
呾	dfooiv
呾	dsooiv
𬊤	dfouou
𬊤	jfouou
𬭊	djiovv
𬱖	dkiavu
𬤊	dkoaoi
𬤊	ekoaoi
𬍡	dpaavv
𫟼	dsiovu
墫	dwvoou
墫	zwvoou
𬟽	dyiava
𪨶	eeiavu
𫮃	efvoou
𬬸	ejiovo
兙	ekkeuo
𫚕	ekuaiu
𬳽	enaauv
𬬹	enioia
𫔍	ffiouo
𬸪	ffuoua
蝜	fjiaua
𫓧	fjiovv
𫖯	fjuovu
𫄨	fkaauo
𫄨	wkaauo
蹠	fkoiov
㩼	fkuauo
𬃊	fkvuuu
𬸦	flovua
𮝷	fnvauo
甴	ydiavi
𬬿	fzioau
𬬿	qzioau
𬶐	fzuauo
𬶐	qzuauo
佮	geiivo
𬕂	gfuvvi
𬕂	gyuvvi
𬕂	lyuvvi
𬮿	ghaiia
𬮿	qkaiia
𬮿	xhaiia
巭	gjvivv
𬇹	glaiav
菓	gliiia
㹴	gruavi
𬒔	grvuiv
兝	gyfnuo
𬤝	hboavi
𬭤	hdioia
𬌗	hevaiv
𬴃	hlaavv
𬣳	hnoaav
椛	hqviii
𬘫	htaaoo
𬘫	wfaaoo
𬭶	hwioia
𫟹	hyiovi
𬭎	hyiooo
兞	hzkeuo
䜰	hzuoui
𬬱	jbiouu
苂	jfiiou
苂	ybiiou
丼	jgvvoo
𫘝	jhaaav
𫔎	jhioao
𬺓	jjivvv
𬯀	jkaiov
𬶨	jkavua
𫓯	jkiovo
𫓹	jkiovi
𫌀	jkoavv
𬶭	jkuaua
檵	jkvaao
𪟝	jkvvau
𬶋	jluaua
𬣡	jmoavv
𬘭	jnaavv
𬘭	lbaavv
𬬮	jpiouv
嗧	jslwau
𬂩	jsvvou
𫓶	jtioou
𫓶	xtioou
奆	jtvuva
𫖳	jwavvu
𬭚	jwioov
𬳶	jyaaia
𫠆	kbuovu
𫸩	kdavvu
𫛭	kxuaua
𬴊	lbaaou
𬭸	lbioou
𪤗	lcvoao
𫚭	lduaaa
𪣻	ldvoou
𬒗	lfvuii
𫵷	lhiavu
𫵷	lkiavu
𫘧	ljaaav
𬬻	ljioiv
兣	lkkeuo
糎	lkmkou
𬍛	lkvvua
𬶠	lmuavi
瑠	lqvvua
𬶟	lsuavi
𬬭	lwioiu
𫭢	lwvoiu
𫟅	lxaaov
𬜯	lxiivi
䜮	lzuooo
𫭼	lzvoii
𬇕	mfavau
𬇕	wfavau
𬜬	mfiioi
鿏	mhiovv
𬭁	mjioaa
𬙊	mlaaia
𫞩	mnvvii
𫑡	mroaii
冇	mzvuia
𫔶	ndoiui
𫠜	nkivui
𫐐	nkvaui
鲶	nmuaio
挊	nyiuiv
𬪩	nyvioa
𬞟	pbiiiv
𬭯	pdioou
𬳵	pkaavu
𬇙	pwaaoo
骹	qciaov
𫗴	qfuaov
𬘬	qgaavv
𬘬	qmaavv
𬘬	qraavv
𬒈	qhoovu
礐	qhuivu
𬣞	qjoaoo
炁	qkvaoo
𬨂	qkvaua
𪨰	qliaia
兛	qmkeuo
粁	qmmkou
瓩	qmwsva
姫	qnauvi
𬘯	qwaaov
𫐓	rdvaao
叒	rlaoao
𬭼	sbioou
𫟦	sbvaou
𫗧	sjuavi
亖	skvvvv
惢	sloaoa
𪨊	syavii
𬯎	tbaiia
𬘩	tgaauv
𡘙	thvuvu
𬳿	tjaaiv
𫘨	tkaaoi
薙	tkiiuv
𬶍	tluaoo
𫍣	tyoaia
𫘦	tzaaua
卍	wfaivi
卐	wfaviv
喎	whoiaa
翄	wkaouo
𫘜	wnaaov
𬭩	wriouo
𫇭	wwiiou
𬭬	wwiovv
𬀩	wwoivv
𬶏	wwuaua
𬱟	wwuavu
𫷷	xbovio
枔	xbvioa
𫍲	xcoaui
𬹼	xdiviu
𬉼	xdouvu
𫭟	xdvovu
𫫇	xeovii
𫰛	xgauao
𫘬	xkaauo
𬭳	xkiovo
𬶮	xkuavo
卌	xkviii
𬣙	xloavv
𫄧	xmaaui
𫄧	yfaaui
𪾢	xmiaia
𫍯	xmoavu
𬀪	xmoiia
𬸣	xmooua
𫠊	xtaaov
𫍽	xtoaia
譞	xtovia
𬘓	xwaaui
𫄸	xwaauv
𬩽	xwavai
𬊈	xwouav
𬍤	xwvvav
𬙋	xxaaov
𬘡	ybaaia
𬤇	yboavi
𬮱	yboivi
烎	ybvvou
𬨎	ydvaou
嘢	yeoiav
鵺	yeovui
𬙂	yfaaoo
𪩘	yfiauo
昖	yfoiuo
喦	yfooia
𬸘	yfvoua
桜	ygvoou
曱	yhiavv
𬸚	yhuaua
𫐄	yhvavu
𫄷	ykaaov
𫖮	ykiavu
𬟁	ykiivo
𬬩	ykiova
𬺈	ykivvu
弌	ykvvao
犽	ysuava
𫘪	ytaavu
円	ytiaiv
橒	ywvvoa
囃	zsovii
𭎂	zyvoii
